UserID,Age,Gender,Country,SubscriptionStatus,TotalWatchTime,Device
SF_3100,9,F,France,Subscriber,464,Desktop
SF_3101,50,M,France,Subscriber,406,Desktop
SF_3102,15,M,Canada,Subscriber,480,Mobile
SF_3103,25,M,USA,Free,53,Mobile
SF_3104,55,M,France,Free,205,Smart TV
SF_3105,60,M,Italy,Free,137,Desktop
SF_3106,33,M,France,Subscriber,124,Tablet
SF_3107,15,M,USA,Subscriber,399,Mobile
SF_3108,29,M,Italy,Free,331,Tablet
SF_3109,35,F,UK,Free,184,Smart TV
SF_3110,18,M,USA,Free,19,Mobile
SF_3111,49,M,India,Free,246,Smart TV
SF_3112,51,M,UK,Subscriber,19,Desktop
SF_3113,43,M,USA,Free,166,Smart TV
SF_3114,13,M,France,Subscriber,406,Desktop
SF_3115,10,M,USA,Subscriber,287,Tablet
SF_3116,46,M,USA,Subscriber,149,Smart TV
SF_3117,29,M,India,Free,40,Mobile
SF_3118,33,M,Canada,Free,52,Smart TV
SF_3119,31,M,UK,Subscriber,259,Tablet
SF_3120,16,M,France,Subscriber,35,Mobile
SF_3121,30,M,Italy,Free,184,Desktop
SF_3122,55,F,USA,Free,268,Desktop
SF_3123,65,M,France,Free,236,Mobile
SF_3124,39,M,USA,Free,126,Desktop
SF_3125,58,M,India,Free,191,Smart TV
SF_3126,37,M,Canada,Subscriber,362,Desktop
SF_3127,43,F,USA,Subscriber,288,Smart TV
SF_3128,26,M,France,Subscriber,315,Mobile
SF_3129,55,M,France,Free,190,Mobile
SF_3130,53,M,USA,Subscriber,229,Desktop
SF_3131,25,F,France,Free,239,Smart TV
SF_3132,29,M,Italy,Subscriber,186,Smart TV
SF_3133,30,M,UK,Free,348,Smart TV
SF_3134,16,M,UK,Free,76,Desktop
SF_3135,34,M,UK,Free,23,Mobile
SF_3136,9,F,USA,Subscriber,250,Desktop
SF_3137,60,M,Canada,Subscriber,196,Mobile
SF_3138,38,M,UK,Free,212,Tablet
SF_3139,36,M,Italy,Free,29,Desktop
SF_3140,27,F,India,Subscriber,443,Desktop
SF_3141,48,M,India,Free,197,Tablet
SF_3142,65,M,UK,Free,371,Smart TV
SF_3143,48,F,USA,Subscriber,196,Tablet
SF_3144,39,F,Italy,Free,133,Tablet
SF_3145,40,M,Canada,Free,221,Smart TV
SF_3146,20,M,India,Free,41,Desktop
SF_3147,26,M,France,Subscriber,284,Smart TV
SF_3148,20,M,India,Subscriber,452,Mobile
SF_3149,59,M,India,Subscriber,367,Smart TV
SF_3150,9,F,USA,Free,427,Desktop
SF_3151,36,F,USA,Subscriber,400,Smart TV
SF_3152,45,M,USA,Free,442,Tablet
SF_3153,49,F,USA,Free,485,Tablet
SF_3154,29,F,UK,Free,437,Desktop
SF_3155,27,M,Canada,Free,104,Desktop
SF_3156,33,M,Italy,Subscriber,474,Mobile
SF_3157,57,M,Italy,Subscriber,412,Desktop
SF_3158,57,M,Italy,Subscriber,29,Mobile
SF_3159,46,F,Italy,Free,42,Desktop
SF_3160,35,M,UK,Subscriber,453,Desktop
SF_3161,38,M,UK,Free,169,Smart TV
SF_3162,61,M,India,Free,40,Desktop
SF_3163,32,M,France,Free,377,Mobile
SF_3164,22,M,UK,Subscriber,184,Mobile
SF_3165,18,M,Italy,Subscriber,43,Tablet
SF_3166,36,M,UK,Subscriber,73,Mobile
SF_3167,13,M,Canada,Free,456,Mobile
SF_3168,65,F,France,Free,437,Smart TV
SF_3169,32,M,Italy,Free,462,Mobile
SF_3170,44,M,France,Subscriber,277,Mobile
SF_3171,51,F,India,Free,161,Desktop
SF_3172,47,M,France,Subscriber,333,Mobile
SF_3173,32,M,France,Free,441,Mobile
SF_3174,31,F,France,Subscriber,239,Smart TV
SF_3175,30,M,Italy,Subscriber,246,Mobile
SF_3176,10,M,Canada,Subscriber,404,Tablet
SF_3177,64,F,France,Free,173,Desktop
SF_3178,40,F,Italy,Subscriber,310,Mobile
SF_3179,32,F,India,Free,108,Mobile
SF_3180,20,M,USA,Subscriber,338,Mobile
SF_3181,61,M,Canada,Subscriber,84,Smart TV
SF_3182,44,M,France,Free,452,Desktop
SF_3183,65,M,UK,Subscriber,450,Tablet
SF_3184,33,F,Italy,Free,171,Tablet
SF_3185,39,M,France,Free,403,Desktop
SF_3186,43,M,USA,Free,187,Mobile
SF_3187,20,M,USA,Subscriber,75,Smart TV
SF_3188,57,M,France,Free,355,Smart TV
SF_3189,11,M,Canada,Free,378,Mobile
SF_3190,23,M,UK,Free,298,Tablet
SF_3191,9,M,UK,Free,250,Tablet
SF_3192,37,M,Canada,Free,297,Tablet
SF_3193,26,M,Italy,Free,110,Mobile
SF_3194,23,M,India,Free,446,Tablet
SF_3195,39,M,France,Subscriber,145,Desktop
SF_3196,52,F,Canada,Subscriber,301,Smart TV
SF_3197,49,F,UK,Subscriber,86,Desktop
SF_3198,27,M,India,Subscriber,101,Smart TV
SF_3199,34,M,Italy,Free,53,Mobile
SF_3200,11,F,France,Subscriber,78,Desktop
SF_3201,23,M,USA,Subscriber,390,Smart TV
SF_3202,55,F,UK,Free,134,Desktop
SF_3203,15,M,Italy,Subscriber,10,Tablet
SF_3204,37,M,USA,Free,331,Tablet
SF_3205,28,F,USA,Subscriber,79,Desktop
SF_3206,38,M,Canada,Subscriber,41,Smart TV
SF_3207,43,M,Canada,Free,125,Mobile
SF_3208,38,M,France,Subscriber,373,Desktop
SF_3209,62,M,USA,Subscriber,146,Desktop
SF_3210,35,F,UK,Subscriber,184,Mobile
SF_3211,55,M,USA,Subscriber,258,Tablet
SF_3212,12,F,India,Subscriber,190,Smart TV
SF_3213,44,F,Canada,Free,332,Tablet
SF_3214,35,F,France,Free,153,Desktop
SF_3215,58,F,Italy,Subscriber,480,Desktop
SF_3216,12,M,India,Subscriber,43,Desktop
SF_3217,25,F,Canada,Free,331,Smart TV
SF_3218,43,M,India,Subscriber,463,Tablet
SF_3219,28,F,India,Subscriber,104,Smart TV
SF_3220,17,M,USA,Free,438,Tablet
SF_3221,64,M,France,Free,190,Smart TV
SF_3222,59,M,Canada,Subscriber,442,Tablet
SF_3223,12,M,USA,Free,66,Desktop
SF_3224,38,F,India,Subscriber,394,Smart TV
SF_3225,32,M,India,Free,495,Tablet
SF_3226,56,M,India,Subscriber,410,Smart TV
SF_3227,56,F,Italy,Subscriber,416,Tablet
SF_3228,16,M,USA,Free,447,Desktop
SF_3229,64,F,India,Free,66,Mobile
SF_3230,41,M,UK,Free,446,Desktop
SF_3231,19,M,Italy,Free,479,Desktop
SF_3232,40,M,India,Free,12,Smart TV
SF_3233,62,M,Canada,Free,213,Smart TV
SF_3234,53,F,France,Subscriber,158,Tablet
SF_3235,24,M,USA,Free,413,Smart TV
SF_3236,29,M,UK,Subscriber,231,Tablet
SF_3237,58,M,UK,Subscriber,414,Tablet
SF_3238,10,M,UK,Free,69,Tablet
SF_3239,48,F,USA,Free,301,Mobile
SF_3240,46,M,USA,Subscriber,196,Mobile
SF_3241,43,F,USA,Free,86,Mobile
SF_3242,26,M,Italy,Subscriber,386,Mobile
SF_3243,13,M,Canada,Free,109,Smart TV
SF_3244,26,F,Italy,Subscriber,20,Tablet
SF_3245,44,M,USA,Free,209,Tablet
SF_3246,59,F,France,Subscriber,303,Tablet
SF_3247,57,M,Canada,Subscriber,156,Desktop
SF_3248,59,F,India,Subscriber,399,Desktop
SF_3249,21,F,UK,Free,403,Desktop
SF_3250,42,M,India,Subscriber,492,Smart TV
SF_3251,12,M,France,Free,261,Smart TV
SF_3252,56,M,Italy,Subscriber,13,Desktop
SF_3253,12,F,France,Subscriber,192,Tablet
SF_3254,32,F,Canada,Subscriber,225,Desktop
SF_3255,17,F,Italy,Free,329,Mobile
SF_3256,13,M,UK,Subscriber,375,Mobile
SF_3257,64,M,UK,Free,305,Desktop
SF_3258,46,M,Italy,Subscriber,158,Mobile
SF_3259,14,F,Canada,Free,10,Tablet
SF_3260,15,M,USA,Free,114,Mobile
SF_3261,52,M,Canada,Subscriber,175,Desktop
SF_3262,62,M,France,Subscriber,436,Desktop
SF_3263,59,M,Canada,Subscriber,287,Tablet
SF_3264,24,F,Italy,Free,139,Desktop
SF_3265,47,M,USA,Free,98,Desktop
SF_3266,26,F,France,Subscriber,226,Tablet
SF_3267,34,M,France,Subscriber,305,Desktop
SF_3268,18,M,Canada,Subscriber,312,Desktop
SF_3269,21,F,India,Subscriber,242,Tablet
SF_3270,19,M,Canada,Subscriber,287,Mobile
SF_3271,46,F,USA,Free,77,Smart TV
SF_3272,45,M,India,Subscriber,247,Mobile
SF_3273,17,M,India,Free,29,Tablet
SF_3274,10,M,USA,Subscriber,329,Tablet
SF_3275,35,M,France,Free,430,Smart TV
SF_3276,51,M,Italy,Subscriber,179,Desktop
SF_3277,33,M,France,Subscriber,295,Tablet
SF_3278,33,M,Italy,Free,40,Desktop
SF_3279,33,M,France,Subscriber,53,Tablet
SF_3280,54,M,France,Subscriber,319,Smart TV
SF_3281,28,M,India,Subscriber,94,Tablet
SF_3282,63,M,USA,Free,351,Tablet
SF_3283,22,M,India,Subscriber,379,Desktop
SF_3284,23,M,UK,Subscriber,276,Mobile
SF_3285,9,M,USA,Free,88,Smart TV
SF_3286,64,F,Canada,Subscriber,347,Desktop
SF_3287,29,M,Italy,Free,283,Mobile
SF_3288,63,M,Italy,Subscriber,20,Mobile
SF_3289,62,M,France,Free,341,Mobile
SF_3290,33,M,Canada,Subscriber,136,Desktop
SF_3291,61,F,Italy,Free,199,Desktop
SF_3292,56,F,France,Subscriber,111,Mobile
SF_3293,38,M,Canada,Free,219,Desktop
SF_3294,28,M,France,Free,220,Smart TV
SF_3295,28,M,USA,Subscriber,129,Smart TV
SF_3296,42,M,France,Subscriber,243,Tablet
SF_3297,38,M,France,Subscriber,254,Desktop
SF_3298,28,M,USA,Subscriber,273,Mobile
SF_3299,28,F,Italy,Free,139,Desktop
SF_3300,29,M,France,Free,110,Tablet
SF_3301,55,F,UK,Free,337,Desktop
SF_3302,48,M,India,Subscriber,94,Smart TV
SF_3303,46,M,India,Free,88,Tablet
SF_3304,28,F,India,Subscriber,286,Desktop
SF_3305,32,M,USA,Subscriber,258,Smart TV
SF_3306,19,M,France,Free,458,Desktop
SF_3307,13,M,Canada,Free,78,Desktop
SF_3308,44,F,Canada,Free,216,Smart TV
SF_3309,20,M,UK,Free,172,Tablet
SF_3310,19,M,France,Free,410,Smart TV
SF_3311,45,M,USA,Subscriber,219,Tablet
SF_3312,18,F,France,Free,485,Desktop
SF_3313,35,M,France,Subscriber,368,Tablet
SF_3314,43,M,UK,Free,420,Mobile
SF_3315,62,M,Italy,Subscriber,476,Tablet
SF_3316,60,M,UK,Subscriber,496,Tablet
SF_3317,44,M,France,Subscriber,427,Mobile
SF_3318,42,M,Canada,Free,121,Smart TV
SF_3319,15,F,France,Free,313,Desktop
SF_3320,26,M,USA,Free,395,Mobile
SF_3321,31,M,UK,Free,364,Tablet
SF_3322,30,F,USA,Free,245,Desktop
SF_3323,65,M,Italy,Free,164,Tablet
SF_3324,45,M,Italy,Subscriber,100,Smart TV
SF_3325,49,F,USA,Subscriber,75,Tablet
SF_3326,52,M,UK,Free,123,Desktop
SF_3327,64,M,India,Free,100,Tablet
SF_3328,41,M,Canada,Subscriber,225,Desktop
SF_3329,38,M,USA,Free,402,Desktop
SF_3330,36,F,India,Free,216,Tablet
SF_3331,11,F,USA,Free,492,Desktop
SF_3332,55,M,Italy,Free,27,Desktop
SF_3333,11,M,France,Free,107,Tablet
SF_3334,45,M,Italy,Subscriber,82,Mobile
SF_3335,48,M,UK,Subscriber,183,Desktop
SF_3336,32,M,France,Subscriber,453,Mobile
SF_3337,38,M,France,Free,434,Mobile
SF_3338,52,M,France,Subscriber,417,Smart TV
SF_3339,57,M,USA,Free,91,Smart TV
SF_3340,64,M,India,Free,427,Tablet
SF_3341,59,M,UK,Free,155,Smart TV
SF_3342,29,F,USA,Subscriber,459,Desktop
SF_3343,34,F,UK,Free,249,Desktop
SF_3344,61,M,USA,Free,376,Tablet
SF_3345,61,M,Italy,Subscriber,208,Tablet
SF_3346,59,M,France,Subscriber,159,Mobile
SF_3347,51,F,UK,Free,319,Tablet
SF_3348,46,M,Italy,Subscriber,364,Smart TV
SF_3349,62,F,India,Free,118,Mobile
SF_3350,52,F,Canada,Free,79,Mobile
SF_3351,22,F,Italy,Free,383,Desktop
SF_3352,62,M,France,Free,94,Mobile
SF_3353,24,M,USA,Subscriber,206,Mobile
SF_3354,49,M,Italy,Subscriber,67,Smart TV
SF_3355,27,M,USA,Free,215,Mobile
SF_3356,28,M,India,Subscriber,86,Smart TV
SF_3357,61,M,India,Subscriber,367,Desktop
SF_3358,10,F,France,Subscriber,453,Smart TV
SF_3359,11,M,Canada,Free,219,Mobile
SF_3360,21,F,UK,Subscriber,265,Tablet
SF_3361,22,M,Italy,Subscriber,163,Smart TV
SF_3362,10,F,USA,Free,191,Smart TV
SF_3363,28,F,UK,Free,462,Mobile
SF_3364,59,M,Italy,Subscriber,351,Desktop
SF_3365,17,M,France,Free,281,Mobile
SF_3366,34,M,USA,Subscriber,375,Desktop
SF_3367,20,M,Italy,Subscriber,355,Mobile
SF_3368,61,M,Canada,Subscriber,493,Smart TV
SF_3369,39,M,USA,Subscriber,361,Smart TV
SF_3370,46,M,USA,Subscriber,35,Smart TV
SF_3371,44,M,UK,Subscriber,367,Smart TV
SF_3372,48,M,UK,Subscriber,331,Mobile
SF_3373,12,M,Italy,Free,337,Smart TV
SF_3374,38,M,India,Subscriber,353,Desktop
SF_3375,11,M,Italy,Free,231,Tablet
SF_3376,25,M,Italy,Free,388,Tablet
SF_3377,34,M,Italy,Free,406,Smart TV
SF_3378,58,M,France,Subscriber,331,Smart TV
SF_3379,46,M,France,Free,423,Tablet
SF_3380,29,M,France,Subscriber,392,Desktop
SF_3381,49,M,Italy,Free,337,Tablet
SF_3382,41,F,Canada,Subscriber,422,Mobile
SF_3383,39,M,UK,Subscriber,424,Smart TV
SF_3384,17,M,USA,Free,295,Desktop
SF_3385,48,F,India,Subscriber,400,Mobile
SF_3386,57,M,France,Free,317,Desktop
SF_3387,21,M,Canada,Free,272,Tablet
SF_3388,41,F,Italy,Free,400,Mobile
SF_3389,52,M,Canada,Free,172,Smart TV
SF_3390,12,F,USA,Free,458,Desktop
SF_3391,25,M,USA,Free,394,Smart TV
SF_3392,11,M,India,Free,65,Desktop
SF_3393,18,M,UK,Free,44,Desktop
SF_3394,58,M,UK,Free,356,Desktop
SF_3395,25,M,Canada,Subscriber,98,Tablet
SF_3396,14,M,Canada,Free,493,Desktop
SF_3397,59,M,UK,Subscriber,377,Mobile
SF_3398,56,M,India,Free,195,Mobile
SF_3399,41,M,France,Free,441,Tablet
SF_3400,22,M,Canada,Subscriber,164,Tablet
SF_3401,58,M,Canada,Subscriber,53,Desktop
SF_3402,57,M,France,Free,389,Tablet
SF_3403,48,M,USA,Subscriber,25,Desktop
SF_3404,36,M,Italy,Free,330,Mobile
SF_3405,9,M,Canada,Free,129,Smart TV
SF_3406,45,F,Canada,Subscriber,275,Smart TV
SF_3407,44,F,France,Subscriber,365,Desktop
SF_3408,20,M,Canada,Subscriber,485,Mobile
SF_3409,32,M,India,Subscriber,198,Mobile
SF_3410,30,M,India,Free,67,Mobile
SF_3411,37,M,India,Subscriber,223,Tablet
SF_3412,61,M,USA,Free,162,Mobile
SF_3413,11,F,UK,Free,498,Mobile
SF_3414,40,M,Canada,Subscriber,128,Tablet
SF_3415,38,M,USA,Free,41,Smart TV
SF_3416,19,M,USA,Subscriber,169,Mobile
SF_3417,64,F,UK,Subscriber,366,Smart TV
SF_3418,35,F,Italy,Free,205,Mobile
SF_3419,53,M,France,Subscriber,38,Tablet
SF_3420,43,F,Italy,Subscriber,361,Desktop
SF_3421,45,M,Italy,Free,477,Desktop
SF_3422,32,M,Italy,Subscriber,157,Desktop
SF_3423,40,M,India,Free,347,Desktop
SF_3424,62,M,Italy,Free,221,Tablet
SF_3425,35,M,France,Subscriber,490,Smart TV
SF_3426,39,M,Italy,Subscriber,252,Mobile
SF_3427,56,M,UK,Subscriber,323,Tablet
SF_3428,52,M,France,Subscriber,157,Tablet
SF_3429,16,F,Italy,Subscriber,90,Desktop
SF_3430,16,F,USA,Subscriber,296,Smart TV
SF_3431,17,F,Italy,Subscriber,459,Smart TV
SF_3432,41,M,USA,Subscriber,381,Tablet
SF_3433,30,M,USA,Free,223,Smart TV
SF_3434,20,M,Italy,Subscriber,486,Smart TV
SF_3435,60,M,Italy,Subscriber,421,Mobile
SF_3436,44,M,USA,Subscriber,319,Mobile
SF_3437,36,F,Canada,Subscriber,317,Mobile
SF_3438,24,F,Italy,Subscriber,105,Desktop
SF_3439,12,M,UK,Free,140,Smart TV
SF_3440,34,M,USA,Free,64,Smart TV
SF_3441,14,F,USA,Subscriber,453,Mobile
SF_3442,13,M,USA,Free,345,Tablet
SF_3443,64,F,France,Free,313,Smart TV
SF_3444,27,M,Italy,Subscriber,248,Desktop
SF_3445,62,F,Canada,Free,465,Desktop
SF_3446,14,M,UK,Subscriber,104,Desktop
SF_3447,41,M,USA,Free,18,Desktop
SF_3448,41,F,USA,Free,161,Mobile
SF_3449,46,M,USA,Free,143,Mobile
SF_3450,16,M,India,Subscriber,391,Desktop
SF_3451,28,F,Canada,Free,265,Mobile
SF_3452,55,M,Italy,Subscriber,138,Tablet
SF_3453,31,M,France,Subscriber,118,Smart TV
SF_3454,59,M,UK,Subscriber,188,Smart TV
SF_3455,35,F,Canada,Free,461,Smart TV
SF_3456,19,M,Italy,Free,92,Mobile
SF_3457,14,M,USA,Subscriber,122,Smart TV
SF_3458,33,M,USA,Subscriber,155,Mobile
SF_3459,48,M,Canada,Free,143,Desktop
SF_3460,54,M,USA,Free,184,Mobile
SF_3461,31,M,Italy,Subscriber,131,Tablet
SF_3462,52,F,India,Subscriber,494,Desktop
SF_3463,48,M,Italy,Free,188,Tablet
SF_3464,51,F,Italy,Free,248,Tablet
SF_3465,41,M,India,Free,114,Mobile
SF_3466,9,M,UK,Subscriber,320,Tablet
SF_3467,26,M,USA,Subscriber,388,Tablet
SF_3468,10,M,USA,Free,278,Smart TV
SF_3469,57,M,Canada,Subscriber,117,Smart TV
SF_3470,24,M,UK,Subscriber,166,Smart TV
SF_3471,13,M,Italy,Subscriber,304,Mobile
SF_3472,48,M,India,Subscriber,151,Mobile
SF_3473,39,F,Canada,Free,318,Tablet
SF_3474,51,M,France,Subscriber,214,Desktop
SF_3475,32,M,USA,Subscriber,14,Smart TV
SF_3476,55,M,India,Free,431,Mobile
SF_3477,22,F,USA,Free,49,Tablet
SF_3478,58,M,India,Subscriber,492,Smart TV
SF_3479,43,M,Italy,Subscriber,342,Tablet
SF_3480,16,M,Italy,Subscriber,69,Tablet
SF_3481,23,M,Italy,Subscriber,314,Mobile
SF_3482,42,M,France,Subscriber,234,Desktop
SF_3483,27,F,France,Subscriber,373,Smart TV
SF_3484,63,M,Canada,Subscriber,267,Desktop
SF_3485,49,M,Canada,Free,173,Tablet
SF_3486,53,F,USA,Subscriber,144,Smart TV
SF_3487,11,M,USA,Subscriber,186,Smart TV
SF_3488,32,M,Canada,Free,243,Desktop
SF_3489,34,M,France,Free,71,Smart TV
SF_3490,45,M,India,Free,222,Tablet
SF_3491,38,M,USA,Subscriber,246,Mobile
SF_3492,58,M,Canada,Subscriber,478,Smart TV
SF_3493,38,M,Italy,Free,355,Smart TV
SF_3494,32,M,France,Free,318,Desktop
SF_3495,45,M,USA,Free,95,Tablet
SF_3496,17,M,Italy,Free,219,Desktop
SF_3497,44,F,USA,Subscriber,123,Desktop
SF_3498,25,M,India,Subscriber,159,Mobile
SF_3499,10,M,USA,Subscriber,139,Smart TV
SF_3500,62,M,Canada,Subscriber,182,Tablet
SF_3501,10,F,Italy,Free,373,Mobile
SF_3502,61,F,UK,Free,297,Tablet
SF_3503,39,M,France,Free,228,Desktop
SF_3504,52,M,USA,Subscriber,22,Desktop
SF_3505,60,F,Italy,Free,471,Desktop
SF_3506,11,M,Canada,Subscriber,93,Tablet
SF_3507,43,M,Canada,Free,454,Smart TV
SF_3508,43,M,Italy,Free,341,Smart TV
SF_3509,52,M,India,Subscriber,24,Desktop
SF_3510,24,F,India,Free,287,Smart TV
SF_3511,31,M,Italy,Free,18,Smart TV
SF_3512,56,M,USA,Subscriber,102,Smart TV
SF_3513,32,M,Canada,Subscriber,173,Smart TV
SF_3514,27,M,UK,Subscriber,293,Desktop
SF_3515,12,M,France,Subscriber,153,Tablet
SF_3516,56,M,India,Subscriber,187,Mobile
SF_3517,59,M,Italy,Free,43,Smart TV
SF_3518,13,F,Italy,Free,349,Tablet
SF_3519,44,F,France,Free,382,Desktop
SF_3520,45,M,India,Subscriber,66,Desktop
SF_3521,36,M,India,Free,132,Tablet
SF_3522,31,M,India,Subscriber,382,Desktop
SF_3523,33,M,USA,Subscriber,97,Smart TV
SF_3524,27,F,India,Free,97,Desktop
SF_3525,30,F,India,Free,170,Mobile
SF_3526,52,M,USA,Free,141,Tablet
SF_3527,46,M,USA,Subscriber,288,Tablet
SF_3528,41,M,UK,Free,97,Tablet
SF_3529,61,F,Canada,Subscriber,28,Mobile
SF_3530,30,M,Italy,Free,220,Smart TV
SF_3531,42,F,UK,Subscriber,399,Mobile
SF_3532,42,F,India,Free,26,Tablet
SF_3533,40,M,USA,Free,396,Smart TV
SF_3534,53,M,Canada,Subscriber,315,Smart TV
SF_3535,17,M,UK,Free,354,Tablet
SF_3536,25,M,France,Subscriber,487,Desktop
SF_3537,31,M,France,Subscriber,44,Desktop
SF_3538,46,M,India,Free,391,Desktop
SF_3539,11,F,UK,Free,489,Smart TV
SF_3540,44,M,UK,Subscriber,437,Tablet
SF_3541,47,M,India,Subscriber,434,Desktop
SF_3542,57,M,France,Subscriber,174,Tablet
SF_3543,26,M,USA,Subscriber,363,Smart TV
SF_3544,16,F,India,Free,376,Mobile
SF_3545,58,M,USA,Free,223,Desktop
SF_3546,17,M,Italy,Free,191,Mobile
SF_3547,65,M,USA,Free,226,Smart TV
SF_3548,38,M,USA,Free,382,Smart TV
SF_3549,47,F,USA,Subscriber,141,Desktop
SF_3550,21,M,Italy,Free,374,Tablet
SF_3551,29,F,USA,Subscriber,407,Tablet
SF_3552,50,F,Italy,Free,410,Tablet
SF_3553,38,M,Canada,Free,241,Smart TV
SF_3554,21,M,France,Subscriber,204,Smart TV
SF_3555,59,M,France,Subscriber,226,Desktop
SF_3556,58,M,Canada,Subscriber,313,Smart TV
SF_3557,23,M,India,Subscriber,493,Mobile
SF_3558,65,M,Canada,Free,72,Mobile
SF_3559,29,M,USA,Subscriber,441,Tablet
SF_3560,34,F,UK,Free,307,Smart TV
SF_3561,56,M,USA,Subscriber,303,Tablet
SF_3562,50,F,Italy,Subscriber,249,Tablet
SF_3563,44,M,France,Free,375,Desktop
SF_3564,65,M,Canada,Free,223,Tablet
SF_3565,58,M,India,Free,475,Mobile
SF_3566,56,M,France,Free,144,Mobile
SF_3567,37,M,France,Free,73,Desktop
SF_3568,27,M,UK,Free,383,Smart TV
SF_3569,23,F,Italy,Free,369,Desktop
SF_3570,46,M,France,Subscriber,492,Mobile
SF_3571,34,M,Canada,Subscriber,140,Desktop
SF_3572,61,M,Canada,Free,231,Smart TV
SF_3573,19,M,France,Free,38,Tablet
SF_3574,33,F,UK,Free,40,Mobile
SF_3575,52,M,France,Subscriber,355,Tablet
SF_3576,65,M,USA,Subscriber,388,Smart TV
SF_3577,49,F,Canada,Subscriber,92,Desktop
SF_3578,63,M,Canada,Free,330,Smart TV
SF_3579,37,M,UK,Free,164,Tablet
SF_3580,12,F,Italy,Free,80,Smart TV
SF_3581,11,M,India,Subscriber,30,Tablet
SF_3582,51,F,UK,Free,28,Smart TV
SF_3583,54,F,Canada,Subscriber,351,Mobile
SF_3584,60,M,UK,Free,208,Desktop
SF_3585,61,M,Canada,Free,22,Tablet
SF_3586,12,M,Italy,Subscriber,93,Tablet
SF_3587,17,M,France,Subscriber,255,Tablet
SF_3588,59,M,France,Subscriber,383,Smart TV
SF_3589,44,F,USA,Subscriber,468,Mobile
SF_3590,19,F,UK,Subscriber,273,Tablet
SF_3591,58,M,UK,Subscriber,49,Tablet
SF_3592,14,F,India,Subscriber,366,Tablet
SF_3593,39,F,UK,Subscriber,455,Smart TV
SF_3594,52,M,Italy,Subscriber,194,Mobile
SF_3595,41,M,Italy,Subscriber,277,Smart TV
SF_3596,53,F,Italy,Subscriber,450,Mobile
SF_3597,22,M,Canada,Free,266,Smart TV
SF_3598,23,M,Canada,Free,115,Tablet
SF_3599,20,M,Canada,Free,160,Desktop
SF_3600,19,M,UK,Free,447,Smart TV
SF_3601,10,F,USA,Free,101,Smart TV
SF_3602,9,M,Italy,Subscriber,117,Smart TV
SF_3603,43,F,Italy,Subscriber,182,Smart TV
SF_3604,33,F,Canada,Free,275,Tablet
SF_3605,39,M,France,Subscriber,79,Desktop
SF_3606,50,F,Italy,Subscriber,208,Tablet
SF_3607,43,M,USA,Free,483,Mobile
SF_3608,45,F,USA,Free,296,Desktop
SF_3609,37,F,India,Subscriber,176,Smart TV
SF_3610,46,M,USA,Subscriber,260,Mobile
SF_3611,36,M,India,Free,338,Mobile
SF_3612,14,M,UK,Free,438,Tablet
SF_3613,20,M,France,Free,211,Mobile
SF_3614,25,M,USA,Subscriber,397,Desktop
SF_3615,32,M,UK,Subscriber,40,Desktop
SF_3616,30,M,USA,Subscriber,312,Mobile
SF_3617,24,M,Canada,Subscriber,473,Smart TV
SF_3618,59,M,Canada,Free,36,Mobile
SF_3619,31,M,India,Free,466,Mobile
SF_3620,53,M,UK,Subscriber,398,Desktop
SF_3621,27,M,UK,Free,364,Smart TV
SF_3622,33,M,India,Subscriber,489,Desktop
SF_3623,55,M,Italy,Free,258,Desktop
SF_3624,12,M,France,Free,314,Desktop
SF_3625,52,M,USA,Subscriber,26,Mobile
SF_3626,33,M,France,Subscriber,350,Tablet
SF_3627,35,F,UK,Free,90,Desktop
SF_3628,64,M,India,Free,338,Smart TV
SF_3629,46,F,Canada,Free,179,Tablet
SF_3630,56,M,Canada,Free,23,Mobile
SF_3631,9,M,USA,Free,399,Smart TV
SF_3632,61,M,USA,Free,424,Desktop
SF_3633,60,M,India,Subscriber,73,Smart TV
SF_3634,32,M,Italy,Free,134,Tablet
SF_3635,44,M,UK,Free,138,Mobile
SF_3636,39,M,France,Subscriber,215,Mobile
SF_3637,43,M,UK,Subscriber,72,Tablet
SF_3638,45,M,France,Free,431,Desktop
SF_3639,17,M,India,Free,353,Smart TV
SF_3640,20,M,Italy,Subscriber,168,Tablet
SF_3641,32,M,UK,Free,350,Desktop
SF_3642,13,F,Italy,Free,74,Smart TV
SF_3643,62,M,India,Subscriber,238,Tablet
SF_3644,48,F,UK,Free,45,Tablet
SF_3645,59,M,India,Subscriber,180,Mobile
SF_3646,47,M,Italy,Subscriber,426,Mobile
SF_3647,39,M,USA,Free,12,Tablet
SF_3648,63,M,Canada,Free,279,Desktop
SF_3649,48,F,Canada,Free,209,Smart TV
SF_3650,61,M,Canada,Free,218,Mobile
SF_3651,50,M,USA,Free,259,Tablet
SF_3652,54,M,Canada,Subscriber,274,Tablet
SF_3653,15,M,Canada,Subscriber,443,Mobile
SF_3654,50,M,Canada,Free,494,Smart TV
SF_3655,56,F,Italy,Subscriber,246,Desktop
SF_3656,51,F,Italy,Subscriber,172,Desktop
SF_3657,15,M,India,Subscriber,32,Desktop
SF_3658,34,F,USA,Free,372,Smart TV
SF_3659,39,M,France,Free,83,Tablet
SF_3660,50,M,Italy,Subscriber,257,Smart TV
SF_3661,36,M,Italy,Subscriber,369,Tablet
SF_3662,28,M,India,Subscriber,86,Desktop
